ages   ,list_price            ,num_reviews ,piece_count ,play_star_rating ,set_id  ,review_difficulty ,set_name                                                  ,star_rating ,theme_name                            ,val_star_rating ,country
16+    ,  99.99               ,        134 ,       1077 ,             4.4 ,  10242 ,Average           ,MINI Cooper                                               ,        4.7 ,Creator Expert                        ,            4.5 ,US
12+    ,  99.99               ,         77 ,        734 ,             4.3 ,  10254 ,Average           ,Winter Holiday Train                                      ,        4.3 ,Creator Expert                        ,            4.1 ,US
14+    , 269.99               ,         19 ,       3444 ,             4.9 ,  70922 ,Challenging       ,The Joker™ Manor                                          ,        5   ,THE LEGO® BATMAN MOVIE                ,            4.9 ,US
14-Sep , 129.99               ,         13 ,        955 ,             4.1 ,  76087 ,Average           ,Flying Fox: Batmobile Airlift Attack                      ,        3.7 ,DC Comics™ Super Heroes               ,            3   ,US
14-Jul ,  89.99               ,          6 ,        267 ,             4.7 ,  71171 ,Average           ,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack             ,        4.3 ,DIMENSIONS™                           ,            4   ,US
14-Aug ,  79.99               ,          9 ,        643 ,             4.4 ,  70923 ,Average           ,The Bat-Space Shuttle                                     ,        4.8 ,THE LEGO® BATMAN MOVIE                ,            3.5 ,US
14-Jul ,  49.99               ,          6 ,        622 ,             5   ,  76086 ,Average           ,Knightcrawler Tunnel Attack                               ,        5   ,DC Comics™ Super Heroes               ,            4.8 ,US
14-Jul ,  49.99               ,          5 ,        425 ,             3.2 ,  70921 ,Average           ,Harley Quinn™ Cannonball Attack                           ,        3.2 ,THE LEGO® BATMAN MOVIE                ,            2.6 ,US
14-Jul ,  39.99               ,          5 ,        406 ,             5   ,  76097 ,Average           ,Lex Luthor™ Mech Takedown                                 ,        4.8 ,DC Comics™ Super Heroes               ,            4.8 ,US
12-Jun ,  29.99               ,          6 ,        271 ,             4.5 ,  76098 ,Easy              ,Speed Force Freeze Pursuit                                ,        4.8 ,DC Comics™ Super Heroes               ,            4.5 ,US
14-Jul ,  29.99               ,          5 ,        267 ,             3.6 ,  70919 ,Easy              ,The Justice League™ Anniversary Party                     ,        3.2 ,THE LEGO® BATMAN MOVIE                ,            3.4 ,US
14-Jul ,  29.99               ,         11 ,        293 ,             4.9 ,  70920 ,Average           ,Egghead™ Mech Food Fight                                  ,        4.7 ,THE LEGO® BATMAN MOVIE                ,            4.6 ,US
